Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
1926-02-15,1926-02-26,799.0771,0.8911326595966059,712.0837013457431,0.433,1926,2,15,1926.02,1925,5,138,20,0.0615240317962722,8.250020921077635,0.01158574603727932,0.85,4,Mod_Dry,36,6,5,4,54,105.0,0.14745457563705505,607.0837013457431,275.0,,1,275.0,,,,332.08370134574307,64.0,12.0,15.813509587892526,12.650807670314025,227.6193840875365,100.0,18.0,20.81350958789253,16.650807670314027,281.6193840875365,413.81350958789255,966.635287506292,990.0,0.1793845603797429,0.025,989.7956154396204,0.5349347799999999,,,,22.625393153328403,,,,,0.9104720901490352,,,,1.1,,,,0.98,,,,54.46161914538719,,,,54.46161914538719,1307.0788594892924,0.07648204704371411
1926-03-15,1926-03-26,1974.4395,1.004560374130299,1983.4436828176406,0.17800000000000002,1926,3,15,1926.03,1925,6,166,24,0.17136953419544412,81.31160990711305,0.040995169467883966,0.5700000000000001,3,Normal,49,9,9,9,107,183.0,0.09226377415467316,1100.0,275.0,,1,275.0,,,,1525.4436828176404,51.0,9.0,16.0,71.0,1378.4436828176404,100.0,18.0,25.0,80.0,1485.4436828176404,418.0,971.0857615991597,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,18.173528713091468,,,,,0.931388653461328,,,,1.1,,,,0.98,,,,44.750509189926774,,,,44.750509189926774,1074.0122205582422,0.022562026629541147
1926-04-15,1926-04-26,3941.514,1.0074330404372898,3970.8114329461437,0.038,1926,4,15,1926.04,1925,7,197,29,0.3430781078065468,56.21064434863638,0.014155959127711809,0.19,2,Mod_Wet,70,14,18,25,168,295.0,0.07429212013251528,1100.0,275.0,,1,275.0,,,,3400.8114329461437,30.0,4.0,7.0,55.0,3304.811432946143,100.0,18.0,25.0,80.0,3472.811432946143,418.0,975.5706162732182,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,13.688674039032733,,,,,0.8923403877850165,,,,1.1,,,,0.98,,,,32.29384144934579,,,,32.29384144934579,775.052194784299,0.008132806605068469
1926-05-15,1926-05-26,2483.648,1.0134558978398422,2517.067713758129,0.123,1926,5,15,1926.05,1925,8,227,33,0.21747465046870232,25.90669912143357,0.01029241246861546,0.29,2,Mod_Wet,65,14,17,23,202,321.0,0.1275293462489844,1100.0,275.0,,1,275.0,,,,1921.0677137581288,35.0,4.0,8.0,57.0,1817.0677137581283,100.0,18.0,25.0,80.0,2019.0677137581283,418.0,972.4914000371384,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,16.767890275112407,,,,,0.9256425841265372,,,,1.1,,,,0.98,,,,41.034535944473035,,,,41.034535944473035,984.8288626673527,0.016302515709124915
1926-06-15,1926-06-26,1275.7375,0.914516856089578,1166.683447695578,0.28300000000000003,1926,6,15,1926.06,1925,9,258,37,0.10080144988089794,19.978648928649818,0.0171243099129515,0.52,3,Normal,53,12,12,13,120,210.0,0.17999741096420802,956.683447695578,275.0,,1,275.0,,,,681.683447695578,47.0,6.0,13.0,42.19945152401198,573.483996171566,100.0,18.0,25.0,55.19945152401198,693.483996171566,418.0,968.457582623376,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,20.80170768887497,,,,,0.9262299202613355,,,,1.1,,,,0.98,,,,50.93843199005578,,,,50.93843199005578,1222.5223677613387,0.04366088512755442
1926-07-15,1926-07-26,611.0679,0.8869861279741288,542.0087505502821,0.523,1926,7,15,1926.07,1925,10,288,42,0.046829556047544366,8.989572908314813,0.016585660100852655,0.47,3,Normal,50,10,9,9,108,186.0,0.3431678913138595,356.0087505502821,275.0,,1,275.0,,,,81.00875055028213,21.776545846850034,4.355309169370006,3.9197782524330056,3.9197782524330056,47.03733902919607,71.77654584685003,14.355309169370004,12.919778252433007,12.919778252433007,155.03733902919606,374.051633268653,965.8856741624111,990.0,0.1661795092036117,0.025,989.8088204907964,0.5349347799999999,,,,23.388211548385428,,,,,0.9009212933357326,,,,1.1,,,,0.98,,,,55.707239992969676,,,,55.707239992969676,1336.9737598312724,0.10277922623280918
1926-08-15,1926-08-26,366.0613,0.9164389073302937,335.4728177879068,0.731,1926,8,15,1926.08,1925,11,319,46,0.02898485145687515,2.8482239150928885,0.008490177934158578,0.61,3,Normal,47,8,6,5,89,155.0,0.4620344534083664,180.4728177879068,180.4728177879068,,1,180.4728177879068,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,6.0,5.0,89.0,241.4728177879068,965.0126758520997,990.0,0.12214964428380667,0.008047281778790683,989.8698030739374,0.2305875794053141,,,,24.62653964243226,,,,,0.93,,,,0.7218912711516273,,,,0.97,,,,39.331352540493114,,,,39.331352540493114,943.9524609718347,0.1172415482119903
1926-09-15,1926-09-26,244.1538,0.9479000783611428,231.43340615217082,0.906,1926,9,15,1926.09,1925,12,350,50,0.019995846291547558,3.33447387383626,0.014407919449812682,0.78,4,Mod_Dry,34,6,4,3,44,91.0,0.3932016622534008,140.43340615217082,140.43340615217082,,1,140.43340615217082,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,184.43340615217082,964.7262072740056,990.0,0.10276138846096733,0.0040433406152170824,989.8931952709238,0.13949704939672133,,,,25.027490947521404,,,,,0.91,,,,0.5617336246086833,,,,0.97,,,,30.43475966031217,,,,30.43475966031217,730.434231847492,0.13150547350239006
1926-10-15,1926-10-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1926,10,15,1926.1,1926,1,15,3,0.01738109774752871,0.0,0.0,0.78,4,Mod_Dry,31,4,3,2,33,73.0,0.3628769650580198,128.17011281861926,128.17011281861926,,1,128.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,166.17011281861926,964.7063353543097,990.0,0.0965352657336202,0.002817011281861926,989.9006477229847,0.11610044300730432,,,,25.078211925667482,,,,,0.91,,,,0.512680451274477,,,,0.97,,,,27.833349220925175,,,,27.833349220925175,668.0003813022041,0.13835727798204556
1926-11-15,1926-11-26,209.197,0.9663848551669614,202.1648125463628,0.946,1926,11,15,1926.11,1926,2,46,7,0.017467039804005744,0.0,0.0,0.75,4,Mod_Dry,29,4,2,2,30,67.0,0.3314127674153719,135.1648125463628,135.1648125463628,,1,135.1648125463628,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,170.1648125463628,964.7062133951467,990.0,0.09789709518626004,0.003516481254636281,989.8985864235592,0.12918662511314968,,,,25.063186403299213,,,,,0.91,,,,0.5406592501854512,,,,0.97,,,,29.33472792264677,,,,29.33472792264677,704.0334701435224,0.1451030352570351
1926-12-15,1926-12-26,453.6742,0.9119592484433596,413.7323824701425,0.64,1926,12,15,1926.12,1926,3,76,11,0.035746477845420316,5.727836216568846,0.013844302402368041,0.54,3,Normal,38,5,4,3,54,104.0,0.2513702199936097,309.7323824701425,275.0,,1,275.0,,,,34.73238247014251,12.690678210244377,1.6698260802953133,1.3358608642362504,1.0018956481771881,18.034121667189385,50.69067821024438,6.669826080295312,5.335860864236251,4.001895648177188,72.03412166718938,337.69636515477595,965.3244915611366,990.0,0.15410580392594034,0.025,989.820894196074,0.5349347799999999,,,,23.96146785493745,,,,,0.892595021159165,,,,1.1,,,,0.98,,,,56.54518846524592,,,,56.54518846524592,1357.084523165902,0.1366709275393172
1927-01-15,1927-01-26,653.5614,0.8750395785925671,571.8920920403683,0.4970000000000001,1927,1,15,1927.01,1926,4,107,16,0.04941147675228782,0.0,0.0,0.49,3,Normal,41,6,4,3,66,120.0,0.2098297942394516,451.89209204036837,275.0,,1,275.0,,,,176.8920920403683,59.0,8.844604602018416,5.896403068012277,4.422302301009208,98.72878206932842,100.0,14.844604602018414,9.896403068012276,7.422302301009207,164.72878206932842,399.7410076700307,966.0185932161558,990.0,0.17471103575757474,0.025,989.8002889642424,0.5349347799999999,,,,23.246760968086804,,,,,0.9028241514358584,,,,1.1,,,,0.98,,,,55.48727478870676,,,,55.48727478870676,1331.6945949289625,0.09702402876518544
1927-02-15,1927-02-26,1313.8865,0.9097424573913048,1195.2983332432605,0.275,1927,2,15,1927.02,1926,5,138,20,0.10327377599221772,12.549711249809661,0.010499229272543136,0.29,2,Mod_Wet,49,8,7,5,93,162.0,0.13553101806846632,1033.2983332432605,275.0,,1,275.0,,,,758.2983332432605,51.0,10.0,18.0,23.404269544545073,655.8940636987154,100.0,18.0,25.0,28.404269544545073,748.8940636987154,418.0,968.5624734893056,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,20.69681682294545,,,,,0.9268328105925812,,,,1.1,,,,0.98,,,,50.71456825811165,,,,50.71456825811165,1217.1496381946795,0.04242837695632468
1927-03-15,1927-03-26,1678.6114,0.9718781251926132,1631.4057003589478,0.215,1927,3,15,1927.03,1926,6,166,24,0.1409534525110131,14.05365825881654,0.008614447194664334,0.56,3,Normal,49,9,9,9,107,183.0,0.11217320128263354,1100.0,275.0,,1,275.0,,,,1173.4057003589478,51.0,9.0,16.0,57.708477066833495,1039.697223292114,100.0,18.0,25.0,66.7084770668335,1146.697223292114,418.0,970.0373821080499,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,19.221908204201053,,,,,0.9318151810212622,,,,1.1,,,,0.98,,,,47.353715158368814,,,,47.353715158368814,1136.4891638008514,0.02902632689584809
1927-04-15,1927-04-26,2891.2138,1.0178660401524815,2942.868341840209,0.091,1927,4,15,1927.04,1926,7,197,29,0.25426382473499404,61.395671665178725,0.020862527484592573,0.42,3,Normal,54,13,14,19,117,217.0,0.07373758347079416,1100.0,275.0,,1,275.0,,,,2450.8683418402093,46.0,5.0,11.0,61.0,2327.8683418402093,100.0,18.0,25.0,80.0,2444.8683418402093,418.0,973.4893955244628,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,15.769894787788033,,,,,0.9179646830831676,,,,1.1,,,,0.98,,,,38.27212228733252,,,,38.27212228733252,918.5309348959804,0.01300504060721946
1927-05-15,1927-05-26,2370.2993,1.0061312558588449,2384.832211470341,0.134,1927,5,15,1927.05,1926,8,227,33,0.20604950307103748,10.906986804061034,0.0045734818372553145,0.54,3,Normal,55,13,13,17,178,276.0,0.1157314123285157,1100.0,275.0,,1,275.0,,,,1833.8322114703408,45.0,5.0,12.0,63.0,1708.8322114703408,100.0,18.0,25.0,80.0,1886.8322114703408,418.0,972.1607740992916,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,17.098516212959186,,,,,0.927527281004952,,,,1.1,,,,0.98,,,,41.92884446213151,,,,41.92884446213151,1006.2922670911563,0.017581465169946173
1927-06-15,1927-06-26,1323.5347,0.9063317221724048,1199.561484005937,0.273,1927,6,15,1927.06,1926,9,258,37,0.10364211221811297,17.000507839730517,0.01417226883857366,0.42,3,Normal,53,12,12,13,120,210.0,0.1750639736270164,989.561484005937,275.0,,1,275.0,,,,714.561484005937,47.0,6.0,13.0,44.234758533700855,604.3267254722361,100.0,18.0,25.0,57.234758533700855,724.3267254722361,418.0,968.5780071008484,990.0,0.18077490774907748,0.025,989.7942250922508,0.5349347799999999,,,,20.681283211402462,,,,,0.9269192885388832,,,,1.1,,,,0.98,,,,50.68123374163045,,,,50.68123374163045,1216.3496097991308,0.04224980079585449
1927-07-15,1927-07-26,564.6867,0.8760275090430032,494.68108319071365,0.5529999999999999,1927,7,15,1927.07,1926,10,288,42,0.042740445587677665,17.43673680299952,0.03524844065297957,0.56,3,Normal,50,10,9,9,108,186.0,0.3759998235636832,308.6810831907136,275.0,,1,275.0,,,,33.68108319071365,9.054054621159585,1.8108109242319168,1.629729831808725,1.629729831808725,19.556757981704703,59.05405462115958,11.810810924231912,10.629729831808724,10.629729831808724,127.5567579817047,356.49459537720014,965.6757036642198,990.0,0.16034875861235431,0.025,989.8146512413877,0.5349347799999999,,,,23.604012797167872,,,,,0.8979025928466877,,,,1.1,,,,0.98,,,,56.03286695710022,,,,56.03286695710022,1344.7888069704052,0.11327068865396245
1927-08-15,1927-08-26,332.6514,0.9289857410847936,309.0284073518941,0.77,1927,8,15,1927.08,1926,11,319,46,0.02670005439520365,0.0,0.0,0.74,4,Mod_Dry,39,7,5,4,60,115.0,0.3721340733217714,194.02840735189412,194.02840735189412,,1,194.02840735189412,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,245.02840735189412,964.9200792164287,990.0,0.12333046738623787,0.009402840735189408,989.8672666918784,0.2665269528214312,,,,24.680660522628393,,,,,0.93,,,,0.7761136294075763,,,,0.97,,,,42.37852018339324,,,,42.37852018339324,1017.0844844014376,0.13713470727995675
1927-09-15,1927-09-26,221.5156,0.969471677754902,214.75310038088367,0.933,1927,9,15,1927.09,1926,12,350,50,0.01855466787290836,0.0,0.0,0.8300000000000001,4,Mod_Dry,34,6,4,3,44,91.0,0.4237424271808111,123.7531003808837,123.7531003808837,,1,123.7531003808837,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,167.7531003808837,964.7095807268092,990.0,0.09707492058439217,0.0023753100380883665,989.9005497693774,0.10819062958872357,,,,25.08277841297949,,,,,0.91,,,,0.4950124015235346,,,,0.97,,,,26.879046807686358,,,,26.879046807686358,645.0971233844725,0.12516255532522688
1927-10-15,1927-10-26,191.5433,1.0070581277156851,192.89523707448373,0.971,1927,10,15,1927.1,1927,1,15,3,0.01666614848323539,0.0,0.0,0.89,4,Mod_Dry,31,4,3,2,33,73.0,0.3784437661973587,119.89523707448372,119.89523707448372,,1,119.89523707448372,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,157.89523707448373,964.4127022686228,990.0,0.09371428536630128,0.0019895237074483733,989.9042961909262,0.10150622044676756,,,,25.390087701856647,,,,,0.9,,,,0.4795809482979349,,,,0.97,,,,26.07050134400107,,,,26.07050134400107,625.6920322560256,0.13515368103119269
1927-11-15,1927-11-26,264.675,0.9437959007304476,249.7991800258312,0.875,1927,11,15,1927.11,1927,2,46,7,0.021582649154231817,0.0,0.0,0.47,3,Normal,36,5,3,2,47,93.0,0.3722990603507309,156.7991800258312,156.7991800258312,,1,156.7991800258312,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,3.0,2.0,47.0,200.7991800258312,964.7573987599468,990.0,0.10834062955426063,0.0056799180025831186,989.8859794524433,0.17400972940192158,,,,24.954570963094568,,,,,0.92,,,,0.6271967201033247,,,,0.97,,,,34.25488105120065,,,,34.25488105120065,822.1171452288156,0.13712967771815113
