YearWeek,WaterYear,WaterWeek,Flow
1925.25,1925,25,3425.127234710158
1925.26,1925,26,4527.808755779324
1925.27,1925,27,4444.938235142223
1925.28,1925,28,4253.858204258567
1925.29,1925,29,3847.277041689253
1925.3,1925,30,3657.2304898801917
1925.31,1925,31,3422.553307064365
1925.32,1925,32,2905.5608389396466
1925.33,1925,33,2442.0466723408417
1925.34,1925,34,2093.4565087276665
1925.35,1925,35,1715.1594435836694
1925.36,1925,36,1451.9284154460013
1925.37,1925,37,1235.3213279163472
1925.38,1925,38,1079.6424004872363
1925.39,1925,39,921.2763414871889
1925.4,1925,40,756.3684498797809
1925.41,1925,41,617.9831125097381
1925.42,1925,42,517.3015759310008
1925.43,1925,43,461.1909760015215
1925.44,1925,44,411.98664078041077
1925.45,1925,45,371.6588897261107
1925.46,1925,46,336.81627639687787
1925.47,1925,47,313.1751540241877
1925.48,1925,48,280.7090826118878
1925.49,1925,49,259.3824441791898
1925.5,1925,50,239.6936541769077
1925.51,1925,51,223.6614693223682
1925.52,1925,52,211.76163525827434
1925.53,1925,53,203.8061459600293
1926.01,1926,1,202.61332932012735
1926.02,1926,2,201.7793270422069
1926.03,1926,3,203.38009878540234
1926.04,1926,4,199.43341453801114
1926.05,1926,5,202.9113891687858
1926.06,1926,6,205.315329535098
1926.07,1926,7,203.83370639183747
1926.08,1926,8,220.0885263453217
1926.09,1926,9,280.67749878835497
1926.1,1926,10,359.17086825893136
1926.11,1926,11,399.3521353770463
1926.12,1926,12,445.71853700219157
1926.13,1926,13,561.5836446804593
1926.14,1926,14,585.6934654146919
1926.15,1926,15,594.3037512617323
1926.16,1926,16,624.3504254161318
1926.17,1926,17,774.9134772993018
1926.18,1926,18,918.8167089627416
1926.19,1926,19,1069.2049631781251
1926.2,1926,20,1206.9489982580114
1926.21,1926,21,1371.5443332164482
1926.22,1926,22,1484.6340989526218
1926.23,1926,23,1526.346915368665
1926.24,1926,24,1599.3550740963371
1926.25,1926,25,1803.1811419433232
1926.26,1926,26,2304.3906162161984
1926.27,1926,27,3122.5840223509585
1926.28,1926,28,3110.205356236243
1926.29,1926,29,2798.053779122223
1926.3,1926,30,2485.7474046855764
1926.31,1926,31,2406.3791665089952
1926.32,1926,32,2424.2123040927404
1926.33,1926,33,2388.72562042418
1926.34,1926,34,2282.059154364731
1926.35,1926,35,1928.5587223649113
1926.36,1926,36,1633.7155605295466
1926.37,1926,37,1292.8840025879508
1926.38,1926,38,1080.8686186828543
1926.39,1926,39,879.4664753310341
1926.4,1926,40,701.5289215911472
1926.41,1926,41,559.6596421150832
1926.42,1926,42,483.56137577086525
1926.43,1926,43,429.1685515043533
1926.44,1926,44,387.4511799547303
1926.45,1926,45,345.37839935803134
1926.46,1926,46,309.5989824324143
1926.47,1926,47,287.74820920288823
1926.48,1926,48,264.35863587008
1926.49,1926,49,243.16898137991848
1926.5,1926,50,222.37912680671343
1926.51,1926,51,206.7214642916224
1926.52,1926,52,199.7054480406625
1926.53,1926,53,195.24612294614423
1927.01,1927,1,185.09300380720464
1927.02,1927,2,184.52975308546
1927.03,1927,3,188.0638808489874
1927.04,1927,4,185.54100708780362
1927.05,1927,5,202.17502979969845
1927.06,1927,6,238.9351427310265
1927.07,1927,7,249.42988929469877
1927.08,1927,8,255.61084776504978
1927.09,1927,9,271.5564913894948
1927.1,1927,10,273.11955096518176
1927.11,1927,11,321.81130957569223
1927.12,1927,12,418.2726280572098
1927.13,1927,13,456.780879905615
1927.14,1927,14,514.754192506729
1927.15,1927,15,614.1167871114563
1927.16,1927,16,645.4163700294108
1927.17,1927,17,700.6678791845787
1927.18,1927,18,752.0995664548607
1927.19,1927,19,779.6326545160688
1927.2,1927,20,823.6884768736835
1927.21,1927,21,895.955552476521
1927.22,1927,22,1040.690133839474
1927.23,1927,23,1345.4378187760926
1927.24,1927,24,1847.2881786246628
1927.25,1927,25,2148.3851691900695
1927.26,1927,26,2220.3677105583533
1927.27,1927,27,2247.724603133187
1927.28,1927,28,2201.5533852357576
1927.29,1927,29,2215.0706521800103
1927.3,1927,30,2233.1713071829363
1927.31,1927,31,2286.150695150026
1927.32,1927,32,2256.206003626617
1927.33,1927,33,2069.987454642736
1927.34,1927,34,1782.066790458262
1927.35,1927,35,1528.370246954248
1927.36,1927,36,1287.365456257016
1927.37,1927,37,1104.828953366387
1927.38,1927,38,914.9457746113442
1927.39,1927,39,709.2209124587861
1927.4,1927,40,559.4490277438798
1927.41,1927,41,470.20287214453936
1927.42,1927,42,414.2027818338738
1927.43,1927,43,373.38955229612355
1927.44,1927,44,337.79459576900035
1927.45,1927,45,311.5937153280155
1927.46,1927,46,290.0263620183836
1927.47,1927,47,266.5628248049532
1927.48,1927,48,250.06330511524797
1927.49,1927,49,237.73510493314942
1927.5,1927,50,226.2676587143308
1927.51,1927,51,240.0287762637695
1927.52,1927,52,259.98229959119584
1927.53,1927,53,255.5751765528189
1928.01,1928,1,258.1959059314949
1928.02,1928,2,259.0891027613454
1928.03,1928,3,247.66918351477338
1928.04,1928,4,225.9711991987583
1928.05,1928,5,234.8721353150265
1928.06,1928,6,229.40982194561357
1928.07,1928,7,248.51514363469573
1928.08,1928,8,267.2937107026899
1928.09,1928,9,303.9789095258199
1928.1,1928,10,315.3222809343724
1928.11,1928,11,342.6195615993197
1928.12,1928,12,378.14706726729156
1928.13,1928,13,392.8222248038004
1928.14,1928,14,402.85949736612383
1928.15,1928,15,457.8560944305215
1928.16,1928,16,550.0730719469947
1928.17,1928,17,642.2532295320796
1928.18,1928,18,759.7728540363411
1928.19,1928,19,709.1586424530238
1928.2,1928,20,705.061068749692
1928.21,1928,21,752.3422095717194
1928.22,1928,22,826.4498394476585
1928.23,1928,23,860.3303297489612
1928.24,1928,24,912.0570265238993
1928.25,1928,25,974.9858333219343
1928.26,1928,26,1046.7498703544247
1928.27,1928,27,1165.3487319089293
1928.28,1928,28,1315.3153484943634
1928.29,1928,29,1467.0218339683452
1928.3,1928,30,1559.3307445433663
1928.31,1928,31,1485.4398334260634
1928.32,1928,32,1329.3729336569465
1928.33,1928,33,1168.7229995941482
1928.34,1928,34,968.4093202248298
1928.35,1928,35,724.1095537495338
1928.36,1928,36,535.7522449481127
1928.37,1928,37,438.8154428311101
1928.38,1928,38,426.37072289021916
1928.39,1928,39,399.8060307270388
1928.4,1928,40,369.49716343170695
1928.41,1928,41,342.8635590680629
1928.42,1928,42,327.05858668134425
1928.43,1928,43,307.91548353334105
1928.44,1928,44,289.8112101947058
1928.45,1928,45,277.1892453767702
1928.46,1928,46,265.20509164630715
1928.47,1928,47,257.0932172152471
1928.48,1928,48,240.78451506251844
1928.49,1928,49,232.1177823478904
1928.5,1928,50,222.16142731175637
1928.51,1928,51,205.72533818215945
1928.52,1928,52,202.07738689086537
1928.53,1928,53,199.87192049662227
1929.01,1929,1,197.5014284110487
1929.02,1929,2,187.8057396247722
1929.03,1929,3,189.80040475598864
1929.04,1929,4,196.92457785700202
1929.05,1929,5,202.0965175075244
1929.06,1929,6,204.74546158222816
1929.07,1929,7,231.00125402686004
1929.08,1929,8,249.54537207845732
1929.09,1929,9,262.9900003935231
1929.1,1929,10,419.6518787642156
1929.11,1929,11,508.10530504875203
1929.12,1929,12,479.68982651353747
1929.13,1929,13,481.8392992856313
1929.14,1929,14,510.89014289710093
1929.15,1929,15,584.7489768998156
1929.16,1929,16,652.6648297686224
1929.17,1929,17,667.2985486755762
1929.18,1929,18,684.5114350667202
1929.19,1929,19,702.3670120639541
1929.2,1929,20,758.6593328595092
1929.21,1929,21,788.5103582569999
1929.22,1929,22,852.0056859134589
1929.23,1929,23,897.8225703548526
1929.24,1929,24,919.1435986563256
1929.25,1929,25,933.5724860548463
1929.26,1929,26,978.8377332727332
1929.27,1929,27,1023.1827688980709
1929.28,1929,28,1043.3730012612616
1929.29,1929,29,1094.1962586877057
1929.3,1929,30,1170.1684462866929
1929.31,1929,31,1241.9408520121992
1929.32,1929,32,1521.5446712137273
1929.33,1929,33,2053.2868449889397
1929.34,1929,34,2140.8948223494035
1929.35,1929,35,1887.0659577206168
1929.36,1929,36,1672.4339266043783
1929.37,1929,37,1434.8743280202434
1929.38,1929,38,1156.06319934284
1929.39,1929,39,998.876494213515
1929.4,1929,40,924.3760231152817
1929.41,1929,41,692.1542316578631
1929.42,1929,42,539.6908239109612
1929.43,1929,43,497.9725886982786
1929.44,1929,44,472.29259398698616
1929.45,1929,45,439.964382829136
1929.46,1929,46,406.65019559780666
1929.47,1929,47,380.48028783493066
1929.48,1929,48,351.82865420770844
1929.49,1929,49,324.78396077265904
1929.5,1929,50,289.79626540643574
1929.51,1929,51,274.32826153893006
1929.52,1929,52,264.25325027663763
1929.53,1929,53,257.8651369108727
1930.01,1930,1,256.55658813484195
1930.02,1930,2,243.41447849824408
1930.03,1930,3,236.07684452246187
1930.04,1930,4,226.5615680690003
1930.05,1930,5,218.73401123339107
1930.06,1930,6,203.81533277063204
1930.07,1930,7,212.9084201772369
1930.08,1930,8,225.44042163027288
1930.09,1930,9,250.37687100569119
1930.1,1930,10,289.4508569966071
1930.11,1930,11,372.12555548123845
1930.12,1930,12,383.56483470059914
1930.13,1930,13,402.16130202843095
1930.14,1930,14,461.31069336172243
1930.15,1930,15,492.50263738198413
1930.16,1930,16,515.4652695457778
1930.17,1930,17,595.9674276589127
1930.18,1930,18,612.0366608114447
1930.19,1930,19,630.1500251795213
1930.2,1930,20,705.5609694612527
1930.21,1930,21,762.3913299843622
1930.22,1930,22,818.1966323322096
1930.23,1930,23,870.4075417065386
1930.24,1930,24,964.7361411651618
1930.25,1930,25,1113.7370064805034
1930.26,1930,26,1579.671761670086
1930.27,1930,27,2498.412159825682
1930.28,1930,28,2778.2039293114985
1930.29,1930,29,2983.912247735766
1930.3,1930,30,3171.2901368070425
1930.31,1930,31,3294.8123321828934
1930.32,1930,32,3082.497289523104
1930.33,1930,33,2682.953718143137
1930.34,1930,34,2290.405887852958
1930.35,1930,35,1961.4404610851586
1930.36,1930,36,1653.5269552496152
1930.37,1930,37,1427.6393178545875
1930.38,1930,38,1219.890508994685
1930.39,1930,39,1027.554916359297
1930.4,1930,40,838.3707808963087
1930.41,1930,41,691.861505902342
1930.42,1930,42,583.4867941673402
1930.43,1930,43,520.4860538554484
1930.44,1930,44,476.93579965865916
1930.45,1930,45,441.20692931853677
1930.46,1930,46,416.95152971398886
1930.47,1930,47,373.92574625039424
1930.48,1930,48,335.4404264590608
1930.49,1930,49,316.0484973329953
1930.5,1930,50,299.9078957049388
1930.51,1930,51,290.1310128042899
1930.52,1930,52,265.80341377908195
1930.53,1930,53,250.27651192656964
1931.01,1931,1,242.65752640877992
1931.02,1931,2,237.1654325027392
1931.03,1931,3,237.1654325027392
1931.04,1931,4,246.57896684108144
1931.05,1931,5,263.44605734871885
1931.06,1931,6,294.12899548975776
1931.07,1931,7,286.35387163610324
1931.08,1931,8,322.366541895549
1931.09,1931,9,382.3106028970357
1931.1,1931,10,540.2944742582622
1931.11,1931,11,629.6408574346408
1931.12,1931,12,638.99763252902
1931.13,1931,13,660.0524095520043
1931.14,1931,14,672.4454206380396
1931.15,1931,15,780.0220970976342
1931.16,1931,16,882.593240623635
1931.17,1931,17,952.9474835775782
1931.18,1931,18,966.3514198961377
1931.19,1931,19,1003.26783600462
1931.2,1931,20,1049.4173929222438
1931.21,1931,21,1128.4672366400102
1931.22,1931,22,1294.5184414142884
1931.23,1931,23,1844.2650241587507
1931.24,1931,24,2857.9679702756484
1931.25,1931,25,3688.374924602854
1931.26,1931,26,3742.6671944346567
1931.27,1931,27,3564.4754561225045
1931.28,1931,28,3271.9820353410837
1931.29,1931,29,2971.587425612023
1931.3,1931,30,2514.874927717339
1931.31,1931,31,2224.771637524623
1931.32,1931,32,1938.0926941893485
1931.33,1931,33,1715.881614305072
1931.34,1931,34,1498.9951518399782
1931.35,1931,35,1329.5891388025714
1931.36,1931,36,1203.4879900649291
1931.37,1931,37,1081.1175984092947
1931.38,1931,38,909.9883312574404
1931.39,1931,39,762.6665780450334
1931.4,1931,40,657.2350597855674
1931.41,1931,41,572.8346859502047
1931.42,1931,42,508.3107541570027
1931.43,1931,43,459.2213765000209
1931.44,1931,44,432.40208015813823
1931.45,1931,45,403.47921658716183
1931.46,1931,46,381.1482900379689
1931.47,1931,47,357.0286486138469
1931.48,1931,48,333.2564545543409
1931.49,1931,49,312.1260937705119
1931.5,1931,50,292.3009492337242
1931.51,1931,51,274.5712950853369
1931.52,1931,52,263.1455511531846
1931.53,1931,53,255.5751765528189
1932.01,1932,1,245.2874898445056
1932.02,1932,2,225.84587266898615
1932.03,1932,3,213.94007592766988
1932.04,1932,4,202.64860591052621
1932.05,1932,5,199.87192049662227
1932.06,1932,6,199.87192049662227
1932.07,1932,7,202.43009227005356
1932.08,1932,8,244.02508487295788
1932.09,1932,9,269.9761060429549
1932.1,1932,10,272.2950325866682
1932.11,1932,11,310.3926932814919
1932.12,1932,12,375.0711573980419
1932.13,1932,13,429.91235959292044
1932.14,1932,14,495.65807179060624
1932.15,1932,15,595.6331299565564
1932.16,1932,16,685.9305057342377
1932.17,1932,17,739.9339663019882
1932.18,1932,18,734.854769345954
1932.19,1932,19,768.9269741621008
1932.2,1932,20,807.6920655876954
1932.21,1932,21,881.0060017606008
1932.22,1932,22,953.101533723828
1932.23,1932,23,1014.3215859648253
1932.24,1932,24,1109.6322889456958
1932.25,1932,25,1224.5659628465487
1932.26,1932,26,1370.1348125946565
1932.27,1932,27,1520.1629939968047
1932.28,1932,28,1555.2800319904402
1932.29,1932,29,1470.3251259598376
1932.3,1932,30,1355.5649777381532
1932.31,1932,31,1216.0240269485164
1932.32,1932,32,1101.4448590193176
1932.33,1932,33,988.7221843777721
1932.34,1932,34,859.0529612180359
1932.35,1932,35,705.9637490943081
1932.36,1932,36,557.9258207287811
1932.37,1932,37,468.3621462799526
1932.38,1932,38,433.3034894710059
1932.39,1932,39,405.7164577131481
1932.4,1932,40,377.9737329167069
1932.41,1932,41,343.84187844018544
1932.42,1932,42,325.6367757207317
1932.43,1932,43,305.8379036508912
1932.44,1932,44,289.49140758512164
1932.45,1932,45,268.37597351262843
1932.46,1932,46,243.80856792761583
1932.47,1932,47,225.30928317115453
1932.48,1932,48,220.39626470097772
1932.49,1932,49,205.63210781185504
1932.5,1932,50,203.20145130898166
1932.51,1932,51,199.5782118981451
1932.52,1932,52,194.34862746295366
1932.53,1932,53,187.6338433658526
1933.01,1933,1,184.59201411832265
1933.02,1933,2,173.25154519852342
1933.03,1933,3,165.4974340050598
1933.04,1933,4,163.41581028968656
1933.05,1933,5,176.50141407421023
1933.06,1933,6,192.67006374851414
1933.07,1933,7,210.03571940763666
1933.08,1933,8,228.0574634486517
1933.09,1933,9,260.58513297990834
1933.1,1933,10,323.5374953641416
1933.11,1933,11,381.8827501650952
1933.12,1933,12,444.11868489711014
1933.13,1933,13,498.84143268265785
1933.14,1933,14,575.1286034499175
1933.15,1933,15,646.5054004276282
1933.16,1933,16,692.4842050948403
1933.17,1933,17,749.9825728022889
1933.18,1933,18,786.3559108718292
1933.19,1933,19,822.2854658161286
1933.2,1933,20,854.4934605756018
1933.21,1933,21,995.0327478755516
1933.22,1933,22,1426.2154812334745
1933.23,1933,23,2193.1790824640148
1933.24,1933,24,3136.4510239688107
1933.25,1933,25,4744.3796973334
1933.26,1933,26,5544.7527062705985
1933.27,1933,27,4962.634423262813
1933.28,1933,28,4320.5239222869295
1933.29,1933,29,3773.0066178557668
1933.3,1933,30,3284.738924716394
1933.31,1933,31,2917.8823819213044
1933.32,1933,32,2619.8187590636057
1933.33,1933,33,2300.6265258506132
1933.34,1933,34,2008.198518089363
1933.35,1933,35,1780.3036180018114
1933.36,1933,36,1474.4429466406848
1933.37,1933,37,1210.1301512324765
1933.38,1933,38,1021.6165460398718
1933.39,1933,39,882.2179567581551
1933.4,1933,40,688.3663446550912
1933.41,1933,41,565.6918083366508
1933.42,1933,42,496.0946784396218
1933.43,1933,43,449.4394632183774
1933.44,1933,44,425.6204088970915
1933.45,1933,45,399.4350717618854
1933.46,1933,46,360.12834803622485
1933.47,1933,47,330.9153301753844
1933.48,1933,48,312.64720623435807
1933.49,1933,49,287.8142475689009
1933.5,1933,50,265.9057508599737
1933.51,1933,51,256.12677323938544
1933.52,1933,52,247.12853121744163
1933.53,1933,53,237.1654325027392
1934.01,1934,1,225.84587266898615
1934.02,1934,2,206.0256633819441
1934.03,1934,3,191.56243842947646
1934.04,1934,4,187.91131076797998
1934.05,1934,5,209.68337255157866
1934.06,1934,6,228.29602858198976
1934.07,1934,7,255.84628976353994
1934.08,1934,8,284.6681612546866
1934.09,1934,9,390.14816992768493
1934.1,1934,10,437.3261605590815
1934.11,1934,11,461.4181046380432
1934.12,1934,12,491.5448230587143
1934.13,1934,13,542.4940486126955
1934.14,1934,14,590.6451850058007
1934.15,1934,15,639.743480004861
1934.16,1934,16,716.0029190864076
1934.17,1934,17,781.9439003875135
1934.18,1934,18,859.3617773453501
1934.19,1934,19,940.7178972191772
1934.2,1934,20,1054.070094556422
1934.21,1934,21,1259.925602306661
1934.22,1934,22,1626.6222202091744
1934.23,1934,23,2184.5575791467395
1934.24,1934,24,2848.731471179521
1934.25,1934,25,3065.7755551673936
1934.26,1934,26,2907.503750650903
1934.27,1934,27,2723.788763165156
1934.28,1934,28,2494.9287804175497
1934.29,1934,29,2179.489992070776
1934.3,1934,30,1996.9737432932234
1934.31,1934,31,1904.156479211202
1934.32,1934,32,1755.570384295374
1934.33,1934,33,1649.5633818709061
1934.34,1934,34,1565.680843721007
1934.35,1934,35,1425.3963493418046
1934.36,1934,36,1127.8650176848796
1934.37,1934,37,995.5167717935789
1934.38,1934,38,870.9178267712198
1934.39,1934,39,711.5650970313374
1934.4,1934,40,612.9746346386763
1934.41,1934,41,540.428209159054
1934.42,1934,42,474.73907152063686
1934.43,1934,43,428.40053349576635
1934.44,1934,44,404.0741607843801
1934.45,1934,45,381.81629224100715
1934.46,1934,46,354.6537767467708
1934.47,1934,47,334.95986055468995
1934.48,1934,48,315.34521823147725
1934.49,1934,49,295.2022793243506
1934.5,1934,50,280.36517165656034
1934.51,1934,51,265.20509164630715
1934.52,1934,52,257.74749160326246
1934.53,1934,53,255.5751765528189
1935.01,1935,1,246.04444193396975
1935.02,1935,2,234.0908079942179
1935.03,1935,3,221.75597627304313
1935.04,1935,4,207.53292641277974
1935.05,1935,5,201.22164608333006
1935.06,1935,6,194.15978432999
1935.07,1935,7,219.43393653847758
1935.08,1935,8,223.11568784510857
1935.09,1935,9,237.49121886440392
1935.1,1935,10,293.90520579616947
1935.11,1935,11,339.6019039855987
1935.12,1935,12,381.2096344752326
1935.13,1935,13,414.3431328926937
1935.14,1935,14,455.25618445564857
1935.15,1935,15,507.377209334529
1935.16,1935,16,557.2089544847184
1935.17,1935,17,613.3682247353926
1935.18,1935,18,711.322854016392
1935.19,1935,19,767.2382197248359
1935.2,1935,20,812.6739071842596
1935.21,1935,21,877.5612178705969
1935.22,1935,22,991.757632967807
1935.23,1935,23,1105.9918091696431
1935.24,1935,24,1243.2067681537812
1935.25,1935,25,1435.7293370051304
1935.26,1935,26,1746.113995171667
1935.27,1935,27,2216.960587162042
1935.28,1935,28,2405.6248682266896
1935.29,1935,29,2401.762524300921
1935.3,1935,30,2446.8441915082117
1935.31,1935,31,2472.2503746798075
1935.32,1935,32,2324.7382229046843
1935.33,1935,33,2036.8519095662552
1935.34,1935,34,1839.2006118711085
1935.35,1935,35,1514.7887543377503
1935.36,1935,36,1205.2454299769402
1935.37,1935,37,922.8040085750526
1935.38,1935,38,749.7842589022582
1935.39,1935,39,608.2982466274818
1935.4,1935,40,528.6531703257618
1935.41,1935,41,467.34958781156354
1935.42,1935,42,420.2859865873941
1935.43,1935,43,388.4370095240147
1935.44,1935,44,362.95347057528716
1935.45,1935,45,340.5544906416989
1935.46,1935,46,317.4092842984455
1935.47,1935,47,288.56337420030735
1935.48,1935,48,263.9110538114979
1935.49,1935,49,256.55658813484195
1935.5,1935,50,240.78451506251844
1935.51,1935,51,228.17173105523534
1935.52,1935,52,221.040280873029
1935.53,1935,53,217.17618384072128
1936.01,1936,1,206.21544644384156
1936.02,1936,2,203.85208001304292
1936.03,1936,3,203.80614596002928
1936.04,1936,4,203.80614596002928
1936.05,1936,5,204.42623183442674
1936.06,1936,6,209.69012160737404
1936.07,1936,7,232.41153019709313
1936.08,1936,8,251.75844613217257
1936.09,1936,9,267.47888025615964
1936.1,1936,10,304.90661038181275
1936.11,1936,11,333.3763603920925
1936.12,1936,12,367.1412440507648
1936.13,1936,13,399.92627137809177
1936.14,1936,14,483.2434943090337
1936.15,1936,15,560.2242392748267
1936.16,1936,16,642.2374562659161
1936.17,1936,17,738.1346525482783
1936.18,1936,18,871.3140947392038
1936.19,1936,19,1143.5658179262232
1936.2,1936,20,1563.3064835585008
1936.21,1936,21,2520.8082039378687
1936.22,1936,22,3108.6241907609533
1936.23,1936,23,3002.977942469417
1936.24,1936,24,2842.5791380473047
1936.25,1936,25,3130.421799701481
1936.26,1936,26,3532.4679999823047
1936.27,1936,27,3531.6408353640422
1936.28,1936,28,3178.2428355953693
1936.29,1936,29,2750.633888634174
1936.3,1936,30,2514.5072190460205
1936.31,1936,31,2478.9236681406333
1936.32,1936,32,2442.6969144266072
1936.33,1936,33,2401.762524300921
1936.34,1936,34,2378.4895642088927
1936.35,1936,35,2167.390166336187
1936.36,1936,36,1777.1842331509165
1936.37,1936,37,1437.2723136461004
1936.38,1936,38,1229.3258118648607
1936.39,1936,39,1016.4804958622544
1936.4,1936,40,857.0984229196432
1936.41,1936,41,688.8097761146612
1936.42,1936,42,615.6129138345168
1936.43,1936,43,535.372370759912
1936.44,1936,44,489.133571307712
1936.45,1936,45,450.84337641214404
1936.46,1936,46,419.45244839010536
1936.47,1936,47,389.40291268638623
1936.48,1936,48,353.0363492314248
1936.49,1936,49,328.6062617490203
1936.5,1936,50,305.5153711780275
1936.51,1936,51,286.4491833499497
1936.52,1936,52,268.705357697895
1936.53,1936,53,265.9944697033413
1937.01,1937,1,259.00727699696847
1937.02,1937,2,250.5474167159569
1937.03,1937,3,237.1654325027392
1937.04,1937,4,235.71170895703605
1937.05,1937,5,224.05850234546534
1937.06,1937,6,260.124439348455
1937.07,1937,7,262.8287910015593
1937.08,1937,8,268.18958833375314
1937.09,1937,9,318.90382267447023
1937.1,1937,10,382.3540150090849
1937.11,1937,11,421.8226012696552
1937.12,1937,12,457.0657699450837
1937.13,1937,13,501.6240637864336
1937.14,1937,14,555.6760369353613
1937.15,1937,15,613.5805175615985
1937.16,1937,16,665.6228925547445
1937.17,1937,17,726.6325464435873
1937.18,1937,18,777.5644219916164
1937.19,1937,19,832.9303205078919
1937.2,1937,20,886.1998901465023
1937.21,1937,21,954.5326481507215
1937.22,1937,22,1016.5096106808866
1937.23,1937,23,1093.052469712537
1937.24,1937,24,1160.208824929624
1937.25,1937,25,1250.705312636907
1937.26,1937,26,1611.6378363687302
1937.27,1937,27,2748.3268962921125
1937.28,1937,28,3150.3714955249607
1937.29,1937,29,2890.555716218842
1937.3,1937,30,2402.7479711002975
1937.31,1937,31,2166.777388496894
1937.32,1937,32,1832.023067899221
1937.33,1937,33,1635.7862124826186
1937.34,1937,34,1421.7638291991673
1937.35,1937,35,1252.1803784900947
1937.36,1937,36,1099.881143335945
1937.37,1937,37,915.6147498596528
1937.38,1937,38,757.3331941179682
1937.39,1937,39,591.9587554876214
1937.4,1937,40,515.861591580809
1937.41,1937,41,460.23678169096803
1937.42,1937,42,433.72674865087066
1937.43,1937,43,401.1039708662465
1937.44,1937,44,367.5214711091516
1937.45,1937,45,353.1078646279686
1937.46,1937,46,333.9074490071359
1937.47,1937,47,313.55846174416064
1937.48,1937,48,289.6016657988691
1937.49,1937,49,271.3301333734035
1937.5,1937,50,262.06626023255086
1937.51,1937,51,255.5751765528189
1937.52,1937,52,248.07786890593087
1937.53,1937,53,240.01852592331463
1938.01,1938,1,228.50737659161274
1938.02,1938,2,221.11196010099184
1938.03,1938,3,224.7627517124841
1938.04,1938,4,218.46421618482387
1938.05,1938,5,229.78189404147042
1938.06,1938,6,241.57494264493843
1938.07,1938,7,257.8651369108727
1938.08,1938,8,311.0770611919349
1938.09,1938,9,320.8834900075718
1938.1,1938,10,351.0242387769222
1938.11,1938,11,440.6064070888033
1938.12,1938,12,507.07321649590773
1938.13,1938,13,565.9224923748775
1938.14,1938,14,613.5873908742866
1938.15,1938,15,707.0193638164739
1938.16,1938,16,748.7717748258095
1938.17,1938,17,828.820951538314
1938.18,1938,18,892.6954401403464
1938.19,1938,19,994.7953350159725
1938.2,1938,20,1058.4420740356304
1938.21,1938,21,1277.3735218748084
1938.22,1938,22,1857.9768545059762
1938.23,1938,23,2722.6923381763854
1938.24,1938,24,2754.9267286889453
1938.25,1938,25,2755.607270656009
